Date,Open,High,Low,Close,Adj Close,Volume
2010-06-09,30.885,31.379999,30.799999,31.09,31.09,504200
2010-06-10,31.5,31.934999,31.105,31.860001,31.860001,314200
2010-06-11,31.459999,32.360001,31.459999,32.294998,32.294998,227200
2010-06-14,32.349998,32.625,32.0,32.075001,32.075001,307000
2010-06-15,32.130001,32.404999,31.610001,32.305,32.305,477600
2010-06-16,32.060001,32.529999,32.060001,32.349998,32.349998,277800
2010-06-17,32.305,32.610001,32.285,32.514999,32.514999,339200
2010-06-18,32.470001,32.695,32.005001,32.424999,32.424999,722000
2010-06-21,32.685001,33.009998,32.285,32.424999,32.424999,275600
2010-06-22,32.380001,32.900002,31.620001,31.705,31.705,400600
2010-06-23,31.780001,32.145,31.225,31.43,31.43,173800
2010-06-24,31.26,31.5,30.965,31.0,31.0,271000
2010-06-25,31.145,31.469999,30.690001,31.424999,31.424999,895800
2010-06-28,31.530001,31.98,31.155001,31.67,31.67,187600
2010-06-29,31.309999,31.434999,30.375,30.584999,30.584999,467400
2010-06-30,30.594999,31.174999,30.315001,30.450001,30.450001,365800
2010-07-01,30.4,30.594999,29.389999,30.379999,30.379999,697800
2010-07-02,30.530001,30.75,30.285,30.440001,30.440001,176000
2010-07-06,30.92,31.065001,30.004999,30.155001,30.155001,499400
2010-07-07,30.275,31.715,30.275,31.645,31.645,503200
2010-07-08,31.825001,31.985001,31.0,31.365,31.365,499400
2010-07-09,31.33,31.9,31.33,31.865,31.865,329000
2010-07-12,31.709999,32.0,31.48,31.705,31.705,296200
2010-07-13,31.915001,32.0,31.73,31.870001,31.870001,426200
2010-07-14,31.719999,32.0,31.5,31.665001,31.665001,380800
2010-07-15,31.705,31.870001,30.870001,31.290001,31.290001,559000
2010-07-16,31.135,31.184999,30.434999,30.445,30.445,629200
2010-07-19,30.424999,30.424999,29.75,29.825001,29.825001,1225800
2010-07-20,29.52,30.58,29.25,30.48,30.48,1053200
2010-07-21,30.705,30.705,29.725,29.74,29.74,700200
2010-07-22,30.0,31.094999,29.91,31.025,31.025,1254200
2010-07-23,30.665001,30.665001,29.264999,29.945,29.945,1486600
2010-07-26,30.0,30.34,29.75,30.190001,30.190001,882200
2010-07-27,30.280001,30.790001,30.25,30.35,30.35,791200
2010-07-28,30.41,30.610001,29.469999,29.540001,29.540001,1044800
2010-07-29,29.950001,30.049999,28.91,29.215,29.215,639200
2010-07-30,28.945,29.424999,28.745001,29.370001,29.370001,391200
2010-08-02,29.82,29.98,29.514999,29.83,29.83,509400
2010-08-03,29.745001,29.85,29.51,29.635,29.635,756200
2010-08-04,29.75,30.065001,29.705,30.065001,30.065001,544800
2010-08-05,29.825001,30.075001,29.65,29.780001,29.780001,511400
2010-08-06,29.434999,29.705,29.280001,29.605,29.605,422000
2010-08-09,29.684999,30.08,29.684999,29.895,29.895,292800
2010-08-10,29.764999,29.809999,29.33,29.344999,29.344999,695400
2010-08-11,29.02,29.280001,28.290001,28.51,28.51,640000
2010-08-12,28.195,28.51,27.85,28.27,28.27,347800
2010-08-13,28.135,28.469999,28.025,28.139999,28.139999,340200
2010-08-16,27.93,28.299999,27.895,28.09,28.09,520800
2010-08-17,28.275,28.745001,28.215,28.459999,28.459999,357200
2010-08-18,28.4,28.825001,28.0,28.575001,28.575001,249000
2010-08-19,28.385,28.594999,28.129999,28.455,28.455,574000
2010-08-20,28.26,28.555,28.145,28.525,28.525,391200
2010-08-23,28.575001,28.83,28.375,28.4,28.4,347000
2010-08-24,28.035,28.209999,27.4,27.844999,27.844999,724200
2010-08-25,27.594999,28.16,27.545,28.02,28.02,682800
2010-08-26,28.17,28.219999,27.860001,27.924999,27.924999,356600
2010-08-27,28.115,28.645,27.76,28.495001,28.495001,388600
2010-08-30,28.355,28.525,27.75,27.75,27.75,403800
2010-08-31,27.65,27.975,27.514999,27.635,27.635,527400
2010-09-01,28.025,28.594999,27.77,28.57,28.57,467000
2010-09-02,28.48,29.07,28.48,29.02,29.02,245800
2010-09-03,29.26,29.67,28.969999,29.15,29.15,447200
2010-09-07,29.73,29.73,28.565001,28.725,28.725,334400
2010-09-08,28.700001,29.08,28.65,28.82,28.82,257200
2010-09-09,29.105,29.275,28.645,28.67,28.67,325000
2010-09-10,28.67,28.934999,28.459999,28.74,28.74,210600
2010-09-13,28.875,29.1,28.775,28.860001,28.860001,485000
2010-09-14,28.84,29.309999,28.775,29.129999,29.129999,324600
2010-09-15,28.985001,29.615,28.785,29.504999,29.504999,445600
2010-09-16,29.450001,29.665001,29.27,29.530001,29.530001,258400
2010-09-17,29.615,30.075001,29.549999,29.965,29.965,556800
2010-09-20,30.0,30.5,29.84,30.43,30.43,368400
2010-09-21,30.32,30.445,29.605,29.635,29.635,563800
2010-09-22,29.545,30.004999,29.264999,29.68,29.68,296800
2010-09-23,29.445,30.094999,29.379999,29.879999,29.879999,445600
2010-09-24,30.25,30.525,29.91,30.280001,30.280001,331600
2010-09-27,30.25,30.290001,29.82,30.15,30.15,472400
2010-09-28,30.16,30.455,29.915001,30.379999,30.379999,184400
2010-09-29,30.360001,30.495001,30.18,30.459999,30.459999,252200
2010-09-30,30.525,31.205,30.525,30.860001,30.860001,823600
2010-10-01,31.030001,31.25,30.700001,31.145,31.145,548200
2010-10-04,31.030001,31.25,30.780001,30.934999,30.934999,368400
2010-10-05,31.145,31.575001,31.040001,31.42,31.42,339200
2010-10-06,31.424999,31.584999,30.995001,31.115,31.115,444000
2010-10-07,31.23,31.27,30.879999,30.975,30.975,547200
2010-10-08,30.889999,31.254999,30.764999,30.93,30.93,397600
2010-10-11,30.905001,31.115,30.834999,30.924999,30.924999,163000
2010-10-12,30.805,30.889999,30.459999,30.76,30.76,238000
2010-10-13,30.99,31.24,30.780001,31.07,31.07,301600
2010-10-14,31.065001,31.5,30.975,31.065001,31.065001,406400
2010-10-15,31.205,31.32,30.855,31.135,31.135,309000
2010-10-18,31.09,31.870001,31.09,31.865,31.865,333000
2010-10-19,31.43,31.700001,31.105,31.195,31.195,697800
2010-10-20,31.25,31.450001,31.17,31.25,31.25,450400
2010-10-21,31.25,31.530001,31.084999,31.23,31.23,605600
2010-10-22,31.395,31.745001,30.995001,31.57,31.57,596800
2010-10-25,31.5,31.525,30.75,30.785,30.785,837600
2010-10-26,30.57,31.014999,30.5,30.5,30.5,679000
2010-10-27,30.35,30.540001,30.049999,30.17,30.17,547800
2010-10-28,30.375,30.495001,30.075001,30.245001,30.245001,245400
2010-10-29,30.059999,30.235001,29.915001,29.98,29.98,383200
2010-11-01,30.08,30.325001,29.825001,30.094999,30.094999,531000
2010-11-02,30.235001,30.495001,30.014999,30.014999,30.014999,440600
2010-11-03,30.02,30.540001,30.02,30.434999,30.434999,328000
2010-11-04,30.805,31.450001,30.625,30.879999,30.879999,706800
2010-11-05,30.790001,30.92,30.5,30.905001,30.905001,430600
2010-11-08,30.690001,31.34,30.674999,31.34,31.34,474200
2010-11-09,31.4,31.549999,31.295,31.469999,31.469999,615800
2010-11-10,31.34,32.185001,31.27,32.174999,32.174999,627000
2010-11-11,31.85,32.169998,31.799999,31.98,31.98,361400
2010-11-12,31.75,31.934999,31.459999,31.549999,31.549999,415000
2010-11-15,31.620001,32.075001,31.43,31.799999,31.799999,310000
2010-11-16,31.594999,31.66,31.32,31.605,31.605,643200
2010-11-17,31.58,31.924999,31.299999,31.745001,31.745001,580600
2010-11-18,32.110001,32.584999,32.029999,32.240002,32.240002,255200
2010-11-19,32.25,32.419998,32.055,32.275002,32.275002,230800
2010-11-22,32.055,32.285,31.75,32.119999,32.119999,352800
2010-11-23,31.950001,32.584999,31.75,32.48,32.48,581600
2010-11-24,32.625,32.98,32.404999,32.915001,32.915001,381400
2010-11-26,32.630001,32.775002,32.360001,32.465,32.465,173800
2010-11-29,32.200001,32.27,31.700001,32.145,32.145,512600
2010-11-30,31.92,32.305,31.905001,32.105,32.105,424800
2010-12-01,32.439999,33.0,32.369999,32.825001,32.825001,392600
2010-12-02,32.514999,33.25,32.514999,33.125,33.125,289200
2010-12-03,32.845001,33.459999,32.845001,33.369999,33.369999,357000
2010-12-06,33.380001,33.459999,32.985001,33.119999,33.119999,331000
2010-12-07,33.435001,33.705002,33.365002,33.514999,33.514999,374000
2010-12-08,33.5,34.080002,33.349998,33.580002,33.580002,464400
2010-12-09,33.794998,33.939999,33.59,33.700001,33.700001,213200
2010-12-10,33.724998,34.900002,33.724998,34.869999,34.869999,583200
2010-12-13,34.869999,35.365002,34.700001,35.049999,35.049999,491600
2010-12-14,35.009998,35.834999,35.009998,35.529999,35.529999,496600
2010-12-15,35.525002,36.200001,35.525002,35.744999,35.744999,625000
2010-12-16,35.52,35.66,35.330002,35.5,35.5,603400
2010-12-17,35.615002,35.959999,35.365002,35.919998,35.919998,703800
2010-12-20,35.889999,36.119999,35.75,35.845001,35.845001,294600
2010-12-21,35.875,35.924999,35.505001,35.59,35.59,260000
2010-12-22,35.505001,35.939999,35.505001,35.669998,35.669998,257400
2010-12-23,35.639999,35.84,35.505001,35.509998,35.509998,129000
2010-12-27,35.365002,35.965,35.325001,35.73,35.73,391000
2010-12-28,35.625,35.75,35.470001,35.610001,35.610001,327600
2010-12-29,35.625,35.779999,35.23,35.23,35.23,302200
2010-12-30,35.139999,35.474998,34.939999,35.099998,35.099998,264200
2010-12-31,35.080002,35.119999,34.564999,34.610001,34.610001,356200
2011-01-03,34.919998,35.540001,34.814999,34.875,34.875,927000
2011-01-04,34.825001,34.965,34.235001,34.439999,34.439999,487200
2011-01-05,34.139999,34.915001,33.650002,34.549999,34.549999,668600
2011-01-06,34.514999,34.764999,34.395,34.5,34.5,287000
2011-01-07,34.625,34.630001,33.985001,34.240002,34.240002,267200
2011-01-10,34.009998,34.459999,33.740002,34.25,34.25,658000
2011-01-11,34.244999,34.509998,33.959999,34.470001,34.470001,797400
2011-01-12,34.450001,34.744999,34.450001,34.68,34.68,498800
2011-01-13,34.57,34.720001,34.169998,34.25,34.25,747600
2011-01-14,34.244999,34.775002,34.165001,34.665001,34.665001,529000
2011-01-18,34.584999,35.299999,34.549999,35.275002,35.275002,1003200
2011-01-19,35.125,35.595001,35.0,35.055,35.055,1092400
2011-01-20,35.0,35.224998,34.950001,35.025002,35.025002,724400
2011-01-21,35.165001,35.25,35.0,35.105,35.105,455400
2011-01-24,35.105,35.875,35.105,35.650002,35.650002,573600
2011-01-25,35.5,36.044998,35.285,36.029999,36.029999,402600
2011-01-26,36.185001,36.900002,36.169998,36.535,36.535,918600
2011-01-27,36.599998,36.700001,36.404999,36.549999,36.549999,633000
2011-01-28,36.700001,37.0,35.27,35.43,35.43,1208800
2011-01-31,35.345001,36.0,35.290001,35.849998,35.849998,506600
2011-02-01,36.029999,36.404999,35.145,36.27,36.27,453200
2011-02-02,36.119999,36.535,35.959999,36.310001,36.310001,324600
2011-02-03,36.235001,37.049999,36.235001,36.915001,36.915001,425000
2011-02-04,37.0,37.334999,36.654999,37.209999,37.209999,325800
2011-02-07,37.255001,37.77,37.014999,37.535,37.535,358800
2011-02-08,37.615002,37.834999,37.465,37.5,37.5,341000
2011-02-09,37.474998,37.73,37.345001,37.52,37.52,570800
2011-02-10,37.380001,37.884998,37.235001,37.775002,37.775002,498400
2011-02-11,37.595001,38.355,37.334999,38.355,38.355,228200
2011-02-14,38.105,38.799999,38.105,38.794998,38.794998,380000
2011-02-15,38.619999,39.424999,38.619999,39.084999,39.084999,474400
2011-02-16,39.220001,39.424999,38.91,39.060001,39.060001,396000
2011-02-17,38.900002,39.125,38.740002,38.939999,38.939999,658200
2011-02-18,38.974998,39.665001,38.91,39.665001,39.665001,760400
2011-02-22,39.485001,39.57,38.720001,38.75,38.75,636000
2011-02-23,38.759998,38.814999,37.625,38.125,38.125,619600
2011-02-24,38.099998,38.34,37.695,37.869999,37.869999,575400
2011-02-25,37.985001,38.825001,36.77,38.825001,38.825001,581000
2011-02-28,39.009998,39.389999,38.790001,38.849998,38.849998,582000
2011-03-01,39.005001,39.450001,38.630001,38.82,38.82,480800
2011-03-02,38.855,39.395,38.66,39.279999,39.279999,431000
2011-03-03,39.505001,39.945,39.389999,39.564999,39.564999,602600
2011-03-04,39.375,39.610001,38.849998,39.080002,39.080002,606600
2011-03-07,39.044998,39.080002,38.02,38.450001,38.450001,599600
2011-03-08,38.450001,38.970001,38.349998,38.810001,38.810001,658200
2011-03-09,38.685001,38.959999,38.564999,38.785,38.785,400200
2011-03-10,38.314999,38.720001,38.025002,38.345001,38.345001,439600
2011-03-11,38.139999,38.580002,38.125,38.455002,38.455002,337200
2011-03-14,38.040001,38.564999,37.974998,38.235001,38.235001,548800
2011-03-15,37.5,38.0,37.419998,37.689999,37.689999,483400
2011-03-16,37.724998,38.084999,37.389999,37.389999,37.389999,490200
2011-03-17,37.485001,37.764999,37.334999,37.605,37.605,337600
2011-03-18,37.880001,38.310001,37.755001,37.880001,37.880001,434000
2011-03-21,38.34,38.845001,38.240002,38.299999,38.299999,351800
2011-03-22,38.375,38.470001,38.040001,38.185001,38.185001,286400
2011-03-23,38.174999,38.23,37.869999,38.145,38.145,209000
2011-03-24,38.365002,38.43,38.009998,38.34,38.34,337200
2011-03-25,38.375,38.715,38.334999,38.490002,38.490002,432000
2011-03-28,38.380001,38.494999,38.105,38.185001,38.185001,760600
2011-03-29,38.060001,38.470001,38.060001,38.424999,38.424999,248400
2011-03-30,38.424999,38.615002,38.310001,38.514999,38.514999,348800
2011-03-31,38.375,38.740002,38.264999,38.610001,38.610001,556000
2011-04-01,38.720001,39.735001,38.630001,39.68,39.68,567600
2011-04-04,39.665001,39.950001,39.584999,39.705002,39.705002,517800
2011-04-05,39.564999,39.695,39.255001,39.48,39.48,537200
2011-04-06,39.5,39.584999,39.189999,39.200001,39.200001,413000
2011-04-07,39.134998,39.355,38.73,38.849998,38.849998,370000
2011-04-08,39.07,39.119999,38.654999,38.869999,38.869999,239000
2011-04-11,38.82,38.904999,38.575001,38.720001,38.720001,293000
2011-04-12,38.584999,39.400002,38.494999,38.650002,38.650002,471400
2011-04-13,38.759998,38.845001,38.43,38.744999,38.744999,326000
2011-04-14,38.700001,39.115002,38.564999,39.049999,39.049999,210400
2011-04-15,39.18,39.775002,39.0,39.77,39.77,575200
2011-04-18,39.169998,39.404999,38.66,38.825001,38.825001,416200
2011-04-19,38.904999,39.095001,38.759998,39.07,39.07,221600
2011-04-20,39.599998,40.0,39.485001,39.939999,39.939999,376000
2011-04-21,39.700001,40.255001,39.650002,40.064999,40.064999,531200
2011-04-25,39.880001,40.5,39.880001,39.950001,39.950001,460000
2011-04-26,39.709999,40.299999,39.709999,40.205002,40.205002,519800
2011-04-27,40.154999,40.529999,40.029999,40.514999,40.514999,366000
2011-04-28,40.404999,40.580002,40.174999,40.549999,40.549999,278000
2011-04-29,40.52,41.119999,40.384998,40.715,40.715,380000
2011-05-02,40.75,40.994999,40.525002,40.619999,40.619999,296000
2011-05-03,40.445,40.689999,39.970001,40.145,40.145,482000
2011-05-04,40.130001,40.424999,39.634998,39.950001,39.950001,646600
2011-05-05,39.790001,40.709999,39.5,40.334999,40.334999,420200
2011-05-06,40.634998,40.93,40.299999,40.619999,40.619999,346000
2011-05-09,40.535,40.900002,40.285,40.875,40.875,300000
2011-05-10,40.875,41.294998,40.875,41.200001,41.200001,341600
2011-05-11,41.200001,41.455002,40.625,41.125,41.125,466400
2011-05-12,40.959999,41.34,40.66,41.195,41.195,422400
2011-05-13,41.095001,41.205002,40.5,40.57,40.57,540000
2011-05-16,40.355,40.560001,40.200001,40.27,40.27,490600
2011-05-17,40.035,40.18,39.494999,39.830002,39.830002,297800
2011-05-18,39.970001,40.875,39.759998,40.775002,40.775002,400000
2011-05-19,40.790001,41.055,40.450001,40.685001,40.685001,393800
2011-05-20,40.544998,40.764999,39.869999,40.029999,40.029999,351400
2011-05-23,39.465,40.005001,38.974998,39.0,39.0,630000
2011-05-24,39.09,39.185001,38.584999,38.799999,38.799999,424200
2011-05-25,38.75,39.095001,38.455002,38.98,38.98,538800
2011-05-26,38.84,39.470001,38.66,39.41,39.41,399600
2011-05-27,39.41,39.509998,39.07,39.154999,39.154999,280400
2011-05-31,39.400002,39.584999,39.055,39.360001,39.360001,862600
2011-06-01,39.16,39.360001,38.445,38.490002,38.490002,661000
2011-06-02,38.799999,38.799999,37.860001,37.895,37.895,1066800
2011-06-03,37.5,38.224998,37.285,37.345001,37.345001,626400
2011-06-06,37.240002,37.355,36.674999,36.689999,36.689999,479400
2011-06-07,36.91,37.169998,36.535,36.875,36.875,448200
2011-06-08,36.875,36.875,36.424999,36.439999,36.439999,574800
2011-06-09,36.459999,37.084999,36.400002,36.775002,36.775002,465200
2011-06-10,36.669998,36.735001,36.134998,36.314999,36.314999,468000
2011-06-13,36.325001,36.450001,35.994999,36.209999,36.209999,448000
2011-06-14,36.52,37.299999,36.474998,37.099998,37.099998,448000
2011-06-15,36.744999,37.189999,36.445,36.549999,36.549999,525400
2011-06-16,36.494999,36.900002,36.255001,36.485001,36.485001,375600
2011-06-17,36.755001,37.075001,36.564999,36.615002,36.615002,817200
2011-06-20,36.625,37.145,36.625,37.119999,37.119999,313400
2011-06-21,37.400002,38.0,37.154999,37.799999,37.799999,669200
2011-06-22,37.715,37.880001,37.465,37.700001,37.700001,939200
2011-06-23,37.349998,37.740002,36.5,37.66,37.66,585000
2011-06-24,37.654999,37.654999,37.18,37.380001,37.380001,738600
2011-06-27,37.419998,37.695,37.169998,37.494999,37.494999,586600
2011-06-28,37.68,38.860001,37.68,38.555,38.555,848000
2011-06-29,38.630001,39.02,38.349998,38.884998,38.884998,508800
2011-06-30,39.0,39.314999,38.779999,38.779999,38.779999,522000
2011-07-01,38.709999,39.380001,38.709999,39.334999,39.334999,564800
2011-07-05,39.255001,39.450001,38.919998,39.224998,39.224998,439400
2011-07-06,39.240002,39.775002,39.154999,39.759998,39.759998,505400
2011-07-07,39.84,40.334999,39.834999,40.200001,40.200001,353600
2011-07-08,39.865002,39.98,39.555,39.755001,39.755001,613600
2011-07-11,39.415001,39.610001,38.93,38.990002,38.990002,271400
2011-07-12,39.07,39.490002,39.07,39.259998,39.259998,378800
2011-07-13,39.599998,40.360001,39.395,39.634998,39.634998,526600
2011-07-14,39.724998,39.945,39.105,39.200001,39.200001,615600
2011-07-15,39.34,39.674999,38.93,39.244999,39.244999,332200
2011-07-18,39.130001,39.355,38.439999,38.715,38.715,227800
2011-07-19,38.985001,39.865002,38.985001,39.560001,39.560001,608200
2011-07-20,39.544998,39.974998,39.389999,39.799999,39.799999,311400
2011-07-21,40.035,40.869999,39.875,40.740002,40.740002,698800
2011-07-22,40.615002,43.645,40.490002,43.485001,43.485001,2248600
2011-07-25,42.950001,43.564999,42.505001,43.305,43.305,1961000
2011-07-26,43.18,43.244999,42.674999,42.674999,42.674999,676800
2011-07-27,42.455002,42.665001,41.18,41.285,41.285,982400
2011-07-28,41.150002,42.115002,41.02,41.584999,41.584999,958000
2011-07-29,41.279999,41.665001,40.84,41.470001,41.470001,587000
2011-08-01,41.695,41.75,40.435001,40.895,40.895,509600
2011-08-02,40.645,41.009998,39.189999,39.605,39.605,817400
2011-08-03,39.75,39.75,38.625,39.619999,39.619999,1026000
2011-08-04,39.150002,39.439999,37.834999,37.869999,37.869999,951600
2011-08-05,38.084999,38.165001,36.580002,37.224998,37.224998,1417000
2011-08-08,36.290001,37.105,35.355,35.564999,35.564999,2002400
2011-08-09,35.904999,38.145,35.325001,38.025002,38.025002,1782600
2011-08-10,37.325001,37.985001,36.27,36.299999,36.299999,1115200
2011-08-11,36.490002,38.549999,36.055,38.110001,38.110001,1141400
2011-08-12,38.41,39.080002,38.07,38.945,38.945,590000
2011-08-15,39.235001,39.645,38.77,39.080002,39.080002,698200
2011-08-16,38.799999,39.0,38.064999,38.654999,38.654999,993800
2011-08-17,38.845001,39.59,38.634998,38.695,38.695,603600
2011-08-18,38.0,38.064999,36.455002,37.084999,37.084999,1231600
2011-08-19,36.639999,38.169998,36.639999,36.75,36.75,962800
2011-08-22,37.505001,37.68,36.485001,36.535,36.535,1144400
2011-08-23,36.689999,37.889999,36.5,37.860001,37.860001,1231200
2011-08-24,37.654999,38.025002,37.18,37.830002,37.830002,1418200
2011-08-25,37.994999,38.174999,36.744999,37.215,37.215,469200
2011-08-26,36.915001,38.310001,36.5,38.16,38.16,493400
2011-08-29,38.599998,40.48,38.580002,40.285,40.285,718400
2011-08-30,40.07,40.849998,39.674999,40.185001,40.185001,604000
2011-08-31,40.450001,41.23,39.799999,39.889999,39.889999,674800
2011-09-01,39.82,40.240002,38.700001,38.895,38.895,774600
2011-09-02,38.209999,38.865002,37.654999,37.764999,37.764999,423000
